index,class,message
2593,0,no i suck last time i pvped was in box fights which was 3 years ago
2594,0,New farming update makin me become hardcore farmer
2595,0,xx can j have some loot pls
2596,0,those igs can poof me smh
2597,0,[[PVP XBOW] x 1] this item sucks
2598,0,either i suck or there's gear diff or sum idk
2599,1,It s a dam joke fairy dont get u panties in a bunch
2600,0,;-; man i suck at pvp
2601,0,xx do /coins pay _njpop 30 or /trade _njpop
2602,0,i suck when pot fight
2603,0,take in mind here in earth they have more item than us in survival butt
2604,0,so much lag i only see u move xx
2605,0,yes he is abuseing i had fuul hearts n then poof dead
2606,0,They don't just go poof.
2607,0,1 day im at 57b 1 day all my money goes poof
2608,0,"Where he says I suck at pvp etc and ""L"""
2609,0,sucks how staff only can
2610,0,nah my gear sucks in pvp oml
2611,0,ya zemha sucks at pvp
2612,0,a nice house pls i suck at buildinh bases
2613,0,"i jumped 3 times this time, and poof, minecraft crashes"
2614,0,Bro i rllty needed that now my day sucks :(
2615,0,i remade the entire world on a hardcore world
2616,0,if i leave im sorry my internet sucks rn bc it turns on and off
2617,0,im still suck at pot fight
2618,0,serp sucks at pvp o.O
2619,0,xx iron xx help me tp
2620,0,money u get from farming still sucks smh
2621,0,dragon u suck at pvp
2622,1,"Ohh, suck my *** ****."
2623,0,I suck at this game i need help
2624,0,Sucks that poland cant have huge builds
2625,0,ik but its just suck
2626,0,im tryna find people to play a world hardcore survival
2627,0,trade me i suck at remembering names
2628,0,who knows i might suck
2629,0,man it sucks how much buildings people have destroyed
2630,0,go shan kick his butt
2631,0,Like i said farming update SUCKS
2632,0,someone gimme free stuff i will suck toes
2633,1,bro yall suck at giving helpful advice
2634,0,confirmed julia has  a schlong
2635,1,Schlong a dong a ding dong
2636,0,doesnt the may sword suck?
2637,0,i mean an egg from da chickens butt
2638,0,Albert_Bowden this sucks not enough rent used
2639,0,u must suck pretty bad
2640,0,becarefull he knows how to snatch wallets
2641,0,i suck at this earth pvp
2642,0,nut meg why u so butt hurt
2643,0,cornhole is also fun to watch tbh
2644,0,kam whole teams suck i like 1v4 them
2645,1,damn og ass items too
2646,0,African cities i suck at
2647,0,i suck a bit on us capitals
2648,0,man it sucks having to work on school and come back to this :/
2649,0,sucks to lose cape town
2650,0,just logging onto my claims don't go poof
2651,0,"Parents saw some1 out the window, might have to kill em, not joking, ppl disapear where i live, js POOF gone, lucky me my grandparents have gvns, kinda scard tho"
2652,0,Earth map sucks and this server full of bots
2653,0,i need a new fishing rod but i suck too much for a totum
2654,0,told you my device suck.. even send the message late af
2655,0,Night school SUCKS scary school jumpscare haloween
2656,0,imagine if me and xx were both to atk u leano lmao
2657,0,Rent sucks rent sucks r
2658,0,I suck at medieval theme though
2659,0,how do i ticket my allay went poof
2660,0,Maor just stop pvp you suck
2661,0,im suck stop take 1m golden appel and you have beter armor then mt and beter sword and you low all the time and i suck?
2662,0,were u j humping that wall
2663,0,cause i suck at pvp ;-;
2664,0,war i suck at pvp so i will not kill any1 ill prolly die
2665,1,California sucks its got all this stupid pride stuff
2666,1,nah bro you wrote coons
2667,0,because my luck on september crate sucks
2668,0,Im suck at the worp pond help me
2669,0,eve that sucks but ill buy ur coins!
2670,0,People are suck tp mods
2671,0,nah sorry i suck at interior design
2672,0,youd win i suck a pvp xD
2673,0,This server is better than the rest easily because it doesnt suck to be f2p here
2674,0,that was a pain in the butt
2675,0,galaxy crate in my opinion sucks your chances of getting a good item is really low
2676,0,this suck earth alway broke my ping
2677,0,k im rec so if you steal itll suck
2678,0,"Just like poof, and I had nova"
2679,0,id use health pots but they suck ngl
2680,0,toxicity suck my fat meat
2681,0,nah i suck lol i was about to enchant my armour
2682,0,nah blood ngl kinda sucks
2683,0,yea ok this sucks september way better
2684,0,i suck at this game..
2685,0,oh no I suck at building
2686,0,this armor sucks yall couldve killed me so ez
2687,0,[Spooky Rod x 1] this rod sucks :<
2688,0,you must suck at volleyball then
2689,1,just sont put nsfw things
2690,0,lol i caught me a dragon xX
2691,0,idc bro u just sucks
2692,0,the amour and stuff sucks tho
2693,0,bro sent me a warden he sucks
2694,0,bro sent me a warden he sucks poor veggie go eat some meat
2695,0,look at this sexy roof
2696,0,well that sucks big time
2697,1,U suck omgitned get a life >:(
2698,0,wifi in aus just sucks
2699,0,NOOO i hate tnt run i suck. definitly hasent been practacing for 5 years :)
2700,1,_Xxkam786Xx2724 you suck your helth pot cary you
2701,0,grindin farmin levels sucks at first huh xd
2702,0,xx how u brought that here?
2703,0,i hired another guy to build the rest cuz i suck at building
2704,0,i suck at pvp i ned practice
2705,0,I quit pvp because i suck pvp
2706,0,"at least vaporeon has it easy, 1 out of every 4 search results on google are nsfw about me!"
2707,1,guys i suck at spleef
2708,0,"So your internets suck, not your devices"
2709,0,you cant trade coins yet xx
2710,0,this internet service provider sucks
2711,0,why does iinet suck so mucchhh
2712,0,reason why mcdonald wifi sucks
2713,0,i always say i suck at building
2714,1,u want to open ma butt
2715,0,conan make it 15k coons
2716,0,only because i suck at XD
2717,0,that break glass bare fist thing sucks
2718,0,he can poof me with his bow
2719,0,does anybody else listen to hardcore techno while fishing
2720,0,fight gear inchest i suck
2721,0,This server sucks for newbs all good has been claimed
2722,0,there will be a dumb butt who will sell em for 500m
2723,0,king augments must just suck on grinder swords
2724,0,ok now im actually suck
2725,0,Claimed land doesn't just go poof. Were you offline for an extended period of time?
2726,0,Getting butt hurt over a game
2727,0,smasher my luck sucks :mike:
2728,0,"Would suck to move in w angry neighbors, but you are also giving life to something that would otherwise just be a grifers lava pool"
2729,0,idk farm sucks ofr me
2730,0,yeh my user sucks T_T made it 8 years ago
2731,0,i have custom enchat boots that suck
2732,0,I suck at pvp idk why i try it lol
2733,0,"as a power user, 11 sucks"
2734,0,stam suck without egaps fr
2735,0,yes slime suck came to pvp
2736,0,"Mob vote sucks, why cant they add all 3?"
2737,0,this gradient sucks ngl lol
2738,0,bro i went from 90m per harvest now 35m per harvest :/ new farming nerf sucks
2739,0,why do double pp suck?
2740,0,all the expensive claims suck
2741,0,"shan if ur gona use farming as a money making method dont, it sucks lol unless u wana spend 30 hours upgrading ur hoe just to make 100m/h"
2742,0,xx can i test this on u?
2743,0,only one hard to kill is xx
2744,0,"and btw why u not like xx , just askin"
2745,0,imma leave my house because it suck
2746,0,meh my base is suck so i give free
2747,0,that sucks that its limited
2748,0,daniel go back or poof
2749,0,propanda ur last XD wanna spectate or poof
2750,0,brooo this sucks i cant join any events
2751,0,nah that spawn sucks wtf
2752,0,no clue _Tachanka08 i suck at builds
2753,0,They suck how much for them
2754,0,the new song in santa tracker sucks
2755,1,you suck not in mean way
2756,0,lol july bow sucks i wouldnt buy for 150m
2757,0,"Guardians are like 3m, they suck"
2758,0,most ppl suck and relie on lag to win
2759,0,yeah but that stuff sucks
2760,0,i said my armor butt
2761,0,"""Water sucks, it really really sucks."" ""NO, water is the BEST."""
2762,0,screw minecraft bro armadillo sucks
2763,0,man i made this entire machine and it cant even work because dispensers on this server suck
2764,0,it sucks when u try to design it
2765,0,Shy i suck at buildin anyways thats why its tootorial island xd
2766,0,how do i do this i have wood that just sucks
2767,0,verison internet sucks bro :cries:
2768,0,UnkxwnPlxyer shy suck at pvp kill her XD
2769,0,[[PARTICLE SWORD] x 1] this thing sucks
2770,0,yoy suck without the battle axe
2771,0,koth will suck so much fr
2772,0,sucks so much hate it
2773,0,i suck at pvp without end crystals... XD
2774,0,yes pvp sucks i agree
2775,0,you need rank 2 to trade coons
2776,0,you gotta fish your butt off to get a high level
2777,0,oh yeah it sucks lol :/
2778,0,stupid red pillar go poof
2779,0,do u like my sexy boots :D
2780,0,I got full sexy armor lol
2781,0,you kind you can have my sexy raimbo boots
2782,0,I have sexy rainbiw sull set
2783,0,bigbisa this base is sucks
2784,0,Was gunna say gg but i guess the bow sucks lol
2785,1,you suck fr wont even let me pvp
2786,0,Easter axe sucks for pvp
2787,0,tnt tag just sucks in general
2788,0,Its gonana suck on a level thats behond suckatude
2789,0,if your suck do /trapped
2790,0,how am i winning i suck
2791,0,cs i suck at close combat
2792,0,also it suck that there a chunk load limit now
2793,0,i suck at dropper lol
2794,0,Must suck getting the lowest cm possible but still losing
2795,0,I suck at pvp tho ;-;
2796,0,Coach sucks that u missed koth
2797,0,look how sexy is zemha looking at the dispensers
2798,0,so everyones devices and wifi in pvp just suck then
2799,0,[Silverfish Spawner x 6] sexy amount of spawners
2800,0,it sucks ill buy it for 2 million _Flombre
2801,0,A red tractor for 50 mil is such a snatch
2802,0,well that suck dosent it
2803,0,ofc it sucks this is my second time losing everything
2804,0,roblox sucks. I used to play and my account got banned for saying i got an item in chat XD
2805,0,i now have 722 coons
2806,0,reko i dont think you can sexually harass people in the server
2807,0,i hold the most hardcore death sword not custom tho
2808,0,i cant i need to wait an hour to get rank 3 ik sucks
2809,0,whyt u both have sexy custom otems lol
2810,0,also i suck at building
2811,0,we can do a boob frick
2812,0,just anything with my wifi sucks
2813,0,i wont i suck at spleef
2814,0,"clowns have gone from funny/happy things due to the internet to horror, and now its becoming sexy bruh"
2815,0,Nobody cares about prison it sucks
2816,0,the golden drill sucks asf
2817,0,it sucks bc i cant fly anymore :(
2818,0,bro new york sucks its so hot there man its like 1000 degrees there
2819,0,man i fr sucks at pvp
2820,1,crafte is bullying me bc he sucks
2821,0,nutmeg sucks i cant be him
2822,1,i already got 2 sucks to be you 2 ahead of yall
2823,0,so sexy the helment is
2824,0,zino u cant be talking u suck so bad
2825,0,Gobra Spooky hat sucks Prot 5
2826,0,first time using my farm and realized it sucks
2827,0,holy cow covid is messing with me hardcore
2828,0,my luck sucks so i feel like i should just sell it
2829,1,"The ""amazing"" drops suck nuts"
2830,0,i like pvp but i suck in it
2831,0,okay we can 1v1 but im probably gonna suck im so tired
2832,0,My fav xxx pwes money
2833,0,i suck at this game fr ;-;
2834,0,it just sucks that bedrock players are pushing on microsoft to ruin java like they did with bedrock
2835,1,1nugget2poulet has something sexual related on /ah
2836,0,"[EARTH Rod x 1] Rate my Rod, Master fisherman XX $ Hotspot XIII"
2837,0,the ladder thingy is where im suck
2838,0,its very profitable but it makes the experience for free to player suck
2839,0,yes thats why i suck
2840,0,kinda suck to live in Philippines theres not enough land to build
2841,0,i suck at literally every mini game other than parkour and skywars
2842,0,dropper is the one i suck at most
2843,0,"pvp toxicity is the worst, like the hardcore KOTH badlion kids"
2844,0,i suck with speed :skull:
2845,0,you are very sexy congrats
2846,0,2v1 agaisnt u just suck salty
2847,0,jk i suck at this game
2848,1,I literally will shove his sword up his butt
2849,1,i wanna stick the spooky sword in rex the kills butt ngl
2850,1,yo planting nw with tractor sucks
2851,1,What is YOU SUCK LOL
2852,0,i keep getting my butt kicked
2853,0,well tnt tag is the event i suck at most shocking
2854,0,Idk kam i suck 1st person pvp
2855,0,this armor  has no thorns and it really sucks :/
2856,0,i used to be so good at that pvp i suck at the cooldown pvp crap
2857,0,merrick you going to pay for all those or just throw a cake and me and poof off
2858,0,its huge and i suck at decorating
2859,0,wow the economy sucks here
2860,0,your head collection kinda sucks
2861,0,look how many fish i had to get for a spastic one
2862,0,dam this sword sucks whatta waste
2863,0,there gonna be a poof x4?
2864,0,shan every bow sucks tbh
2865,0,maybe friday which would suck
2866,0,yea but i suck with it
2867,0,fighting players with high ping sucks
2868,0,Ben this sucks for us
2869,0,64 Ravagers for 64 coins that sucks!
2870,0,let me grind my butt off
2871,0,you say i suck and you run for 7 mins :l
2872,0,i wanna make trading hall but i kinda suck at building :cries:
2873,0,iron golems suck as slayer mobs lol
2874,0,all land was token xx
2875,0,i actl dont like you anymore xx
2876,0,a yearbook is better than a dirt xx
2877,0,nahh :cries: my builds suck compared to this
2878,0,"I mean sure, but ima suck."
2879,0,nah i'm suck at math
2880,0,"bro, i came from tt it was so good on tt i swear it sucks here"
2881,0,epic bugay mo sakin yung 16 mong daimonds
2882,0,Hindi huwag mong tulugan si XJ :amazed: :skull:
2883,0,this servers cap rules suck
2884,0,iron golems suck for pvp
2885,0,[⚠️NoUser's Rod⚠️ x 1] my rod sucks
2886,0,how does chunk hopper work is it spode to suck up everything above it
2887,0,that was some hardcore Tag
2888,0,if it sucks so much why r u playing and compla8ning abiut it
2889,0,Barbarically blood sheild sucks ngl
2890,0,i suck at tnt tag :annoyed:
2891,0,id get my butt kicked
2892,0,these mods suck they get triggered by anything these libtard snowflakes
2893,0,i am also filipino but i suck at tagalog
2894,0,listen i just wanted to get on the score board XD i suck at pvp
2895,0,"""i suck at pvp"" - fiz"
2896,0,shy thnx for da message in discord im just fishin but it sucks with a bad rod
2897,0,will it suck everything out of it??
2898,0,did bro snatch the spyglass
2899,0,my sugarcane farm design sucks fr
2900,0,apple doesnt cause apple sucks
2901,0,sucks to be a middle east player :skull:
2902,0,why does my shop suck so much peachy
2903,0,and besides spooky armour sucks
2904,1,damn this xray sucks fr
2905,0,range rovers sucks porsche betgter
2906,0,range rovers do suck Z
2907,0,haha yeah i suck at it lol
2908,0,If I pay can you redo my xmas tree? Mine sucks
2909,0,I suck at pvp dont ask me lmfao
2910,0,I aint gonna win either way bro I suck at pvp
2911,0,cause i suck with it
2912,0,but without it i suck even more
2913,0,i now how to earn coins ez butt do you have money
2914,0,so does my luck suck or am i doing this wrong
2915,0,This lag sucks major butt
2916,0,(ik the name sucks but im bad at naming so yea
2917,0,"i would buy t for 400m,tit"
2918,0,that really suck why would they change elevator
2919,0,"Fiz I think we shoul just start building shops here and then kinda design as we go, having a plan for it kinda sucks"
2920,0,i suck at pvp thats why
2921,0,i just found a swastika
2922,0,Pandora sucks as a place
2923,0,my skin sucks with this helm
2924,1,No one can just 1v1 anymore they all gotta be butt buddies and double team
2925,0,not fair to new ppl who have s*** sowrds and armor pvp sucks with higher ranks
2926,0,well july sucks but oh well 600m
2927,0,imma be over pricining it hardcore tho
2928,0,what shock said if your good at a game then noobie you must suck at life
2929,0,[[Witches Brewer] x 1] this sucks
2930,0,_bob ive built 7 auto brewers and only 1 was able to work lol that 1 sucks
2931,0,i cant find unclaimed land to build on this sucks
2932,0,"I play on a server with mostly good players, although some ppl suck"
2933,0,TheJokerOfSouls i aint the 1 who went poof
2934,0,bruh this armor sucks :/
2935,0,ima try and get some money but i suck at pvp but ill still try
2936,0,"yeah lol i suck, you so smooth with it tho ngl"
2937,0,suck i wont be able to play this fully
2938,0,zoomy ur luck sucks smh
2939,0,im a mobile player so i suck
2940,0,ninjeb that bow kinda sucks
2941,0,"Dang should joined, but i suck at anything minecraft competitive wise. Some of yall are crazy good winnin over and over xD"
2942,0,what pw should pw the mall sucks
2943,0,_Jordiboii87 u came out my pigs butt
2944,0,n ill report et to xx.
2945,0,dang i suck at value
2946,0,i was running an errand ( and i did but then i lost my bike because i suck)
2947,0,did i do any dmg or i still suck
2948,0,Claims don't just go poof though.
2949,0,_Abdelrahman490 Claims don't just go poof though.
2950,0,was winning by like 20 kills then poof
2951,0,i was gonna skip this event because i litterally suck at every event but
2952,0,the pinata can suck my weiner
2953,0,yk they suck for pvp right
2954,0,goose how did u go poof
2955,0,"You guys have mods, hardcore, ability to go back versions so its unfair for us"
2956,0,who wants 1v1? (i suck)
2957,0,The farming xp reward for farming tournys suck
2958,0,yall just went poof at the same time
2959,0,damn this sucks now i gotta wiat
2960,0,if car drivers didnt suck
2961,0,its my sexy shield :O
2962,0,[Avocado Axe x 1] cupid axe SUCKS
2963,0,u know i can buy spooky armour and nov sword but both sucks
2964,0,">sepends 100+ dollars ""server sucks"""
2965,0,cactus suck for money makin
2966,0,"well, that sucks for me....."
2967,0,man this sucks i cant do koth
2968,0,it sucks for my crits
2969,0,She like to suck the coins outta the economy
2970,0,But no need to b a butt at least let some1 finish they slayer mob b4 u kill them
2971,0,"College was the big suck, so I dropped out and started a business"
2972,0,Yeah that just sounds like a much bigger suck lmao
2973,0,well i have a ghost mouse so it has its own sense butt
2974,0,india is not a contennt but i SUCKS
2975,0,chillax i cant just spawn iron from my butt
2976,0,Dang suck i couldnt 1v5 sad every1 just stands still :skull:
2977,0,Omfg it went poof again
2978,0,lucaasen has such a sexy fish rod tho ngl
2979,0,SmashSpawners sucks I cant see prices or item its not user friendly for nonflyers
2980,0,I suck at pvp but sure
2981,0,my base kinda sucks rigth little mic?
2982,0,bro your offer sucks 500k can only buy mid items like diamonds not netherite
2983,0,i wish its easy to kill someone like let me kill em outside there claims man and no keep inventory it sucks
2984,0,ohhh the way u said that concerned me. that sucks
2985,0,idk abt subwat but i have a trail systen goin or starting rn butt i need this side done first to make the stations
2986,0,Ham that's kinda sad my sword sucks
2987,0,i have 17 placed grow stations but it says i have all 18 placed again bc i broke one with my sword and it went poof
2988,0,u sayin it sucks and complaining theres no pvp
2989,0,hahaha when u figth fair joyful suck he only wins becouse of his gear
2990,0,joyful suck at pvp lol
2991,0,he suck hahaha. he only wins couse of him gear lol
2992,0,guys fun fact joyful sucks at pvp he only win couse he had god gear lol
2993,1,"Ok, but u shoved ur sword up my butt"
2994,0,where did your npc butt spawn at this time
2995,1,brk board u suck man
2996,0,gay cowering in powerful stuff couse he suck at pvp
2997,0,i found a NSFW statue
2998,0,dont belive cristian he just do thailand flag it sucks
2999,0,bro u do only thainland flag it sucks
3000,0,yeah that sucks i can help get it back
3001,0,terror 2 houses thats gonna suck
3002,0,2 people want a house made by you so its gonna suck making 2 houses terror
3003,0,My weapons and armor suck
3004,0,lots of ppl do i suck lmao
3005,0,why did be just Poof?
3006,0,U all can f off this server sucks
3007,0,ive been doin cpvp lately and I suck at sword rn if u lose to me that would be crazy
3008,0,i suck at aiming :cries:
3009,0,@Freshbead Hentai watcher spotter :I
3010,0,yea i think i was in a hardcore pvp mood lol
3011,0,this place sucks not too many claims lol
3012,0,the fruit that look like a butt?
3013,0,thanks. I worked my butt off for that castle. I am a king afterall
3014,0,i hited lvl 2500 in my hardcore world and died
3015,1,suck myduck u little fyick
3016,0,why does everyone suck at trading
3017,0,negro is black in spanish
3018,0,i dont do trades i suck at it like ive been scammed like 13m out of trades
3019,0,u have prot 5 and u still suck what a shame
3020,0,Sugarcane and cocoa beans suck
3021,0,We suck at dropper guys
3022,0,i knw but others will think xx
3023,0,It work well i suck at building
3024,0,vkey sucks give level :/
3025,1,bro ur custom sword suck a bit dumpy it does 2 hearts to a prot 4 player like me
3026,0,instead of begging for free stuff work ur butt of like others go grind
3027,0,honestly imagine spending irl mone to buy a crate and getting a morph xd sucks
3028,1,mfer is 14 and has got a pc without working his butt off
3029,0,your andesite skin FrickiNG sucks
3030,0,I was tryna get cx to sign my swrd u butt
3031,0,this is why /pvp sucks ;-;
3032,0,bro my gear sucks compared to you guys
3033,0,i was gonna use a pvp clip but then realized i suck at pvp
3034,0,bubble butt you ever hear of a band named MOD
3035,0,they got a song Bubble Butt
3036,0,Ako but i suck at speaking tagalog
3037,0,You ALWAYS disconnect even on public wifi maybe ur device just suck
3038,0,i suck at pvp i dident know it was gonna be pvp
3039,0,im coming the cosmo survival website just sucks
3040,0,juts thought id say hi xx
3041,0,id say benens price is hardcore max
3042,0,im just getting my butt kicked in pvp
3043,0,My winter crates was SUCK
3044,0,ngl december sucks for protection
3045,0,board and banana and spiked will be the presendent because i suck at government
3046,0,lol leo sucks to suck
3047,0,you Lucaaasen I've been looking for you thanks for making /pw expl it's been helping for repairing my armor other xp farm sucks except yours
3048,0,if they just went poof
3049,0,But i suck at government
3050,0,bro this overflow plugin sucks
3051,1,Any one like to suck my balls
3052,0,1v1d me and said this is why earth sucks when i killed him lol
3053,0,other gamemode suck too many toxic people i played there before settling here
3054,0,totem sucks it does not work
3055,0,sucks bc i didnt set a home at my base :lol:
3056,1,bro u suck at pvp nngl
3057,0,bro said respectfully u suck
3058,0,sucks being a early bird
3059,0,it sucks if im gonna use data on it
3060,0,so im usinb cel Wich Sucks
3061,0,someone help me i suck
3062,0,"uhh well I dont care what other staff do, I just think that for competitions like that it would suck to have staff win it"
3063,0,it sucks trying to find specific fish
3064,1,"nah i tried, it sucks as lube"
3065,0,spleef sucks why is it always the game mode that gets picked
3066,1,they are sexy af ngl
3067,0,"swastika, found too many this week. gonna report brb"
3068,1,sin looks sexy in that armor ngl
3069,0,but i suck at pumpkin and melon
3070,0,[[NORTH POLE] x 1] sucks
3071,0,pets from cosmetic crate sucks i got alex pet once :/
3072,0,its cuz i suck at pvp
3073,0,help on this server sucks
3074,0,Wangos you are good at pvp. I suck we're completely different lvls
3075,0,wow you are a good builder i suck
3076,0,I'm just waiting for the figurative poof
3077,0,@_XAlly_Flower is a sexy gyall
3078,0,oh no i suck zt this
3079,0,U said I suck at building
3080,0,bro normal seats view sucks
3081,0,that one sucks i dont want that one
3082,0,theres a big walgreens receipt list of why august sucks
3083,0,oh bruh e i suck at pvp
3084,0,new map sucks wheres the claim borders
3085,0,barb sucks at pvp -rice
3086,0,sucks that its 14 days though lmao
3087,0,I suck at saving yoh
3088,0,Snatch it before someone else gets it!
3089,0,i dont give a fly rat butt about that dumb bias tierlist
3090,0,I died in the event lol I suck at pvp
3091,0,the acuracy of that was butt
3092,0,honestly .. if u need me msg me... i suck at following world chat
3093,1,Epik get a family and suck deez nuts!
3094,0,"bruh.,. this Mega Winter Sword sucks for the rates i get the trash spawners :( .. and king aug needs buffs also"
3095,0,[[❄WINTER MEGA SWORD❄] x 1] sucks
3096,0,"Writing sucks, especially if no matter what it is messy"
3097,0,Bru i said nty u butt
3098,1,[Serpents Wig x 1] yall suck fr
3099,0,but i am on ipad i suck at pvp
3100,0,crab lures suck *** rn
3101,0,wangos123 lol i'm kid? suck you're a noob in pvp with no potions or apples
3102,0,Zombie why did u go poof?
3103,0,lol 2k sucks madden is better
3104,0,and i rolled him 3 times than he said i suck and left
3105,0,this armour sucks for prot
3106,0,oml.. that is so painful - non afks suck D:
3107,0,and u your sword sucks i can tank it with 2 good aples and golden apples
3108,0,sucks everything up in a chunk
3109,0,this f server sucks faction is better
3110,0,thats cheap snatch them up board
3111,0,selling [Vinland Chest x 1] for 8M on ah go snatch it fast!!!
3112,0,i suck at parkour i hope i win
3113,0,I suck at lava run T-T
3114,0,my foshing rod so butt
3115,0,[⚠️NoUser's Rod⚠️ x 1] this rod sucks fr
3116,0,I suck at making money
3117,0,bridge ikr i actually suck today
3118,0,and besides i suck rn
3119,0,fr bacon a little butt
3120,0,home alone 3 and 4 suck
3121,0,i suck at qauke craft
3122,0,my skill suck in java
3123,0,i suck at pvp when it come to mobile
3124,0,Lol was that a joke  rain?? Cuz you suck at it XD
3125,0,u know what i else i suck bro?
3126,1,"You suck other things lile what?? Your mom?? Obviously not, your adopted"
3127,0,You guys really suck at mc ig thats why you join this server right?? Botss
3128,0,it sucks I want to see my sword not easter sword
3129,0,feeling down like you suck at life then do /pw Potato_pub
3130,0,feeling down like you suck at life then do /pw Potato_pub and you like pvp then we have a working pvp fight club
3131,0,feeling down like you suck at life then do /pw Potato_pub and you like pvp then we have a working pvp fight club and 50$ a poition
3132,0,[CELESTIAL SWORD x 1] my sword sucks
3133,0,mecha mk1 ks not worth i have one it sucks
3134,0,but I suck at commands
3135,0,"that sucks, ur claim expire?"
3136,0,warp name poof poof exp
3137,0,I kinda wanna make base but i suck at building
3138,1,john bro u seem like u look at ur moms butt
3139,0,i guess cus i suck at advertizing... someone else promoted me
3140,0,ben u hit me first i was killing epic why u gota butt in
3141,0,since you all suck at maths i have a better option
3142,0,you guys still suck at maths
3143,0,"I only like easy things in math, Algebra just sucks"
3144,0,bro is looking at my butt
3145,0,this sucks though they already know how to do it :v
3146,0,"sucks lmao, only for decoration"
3147,0,my ping sucks and its Annoying
3148,1,you gonna stop fisting me?
3149,0,I just feel like my armor sucks compared tous and Alexia
3150,0,./pp for pinata is W when you type the full /pinata it sucks
3151,0,what? i just said its sexy cuz it is
3152,0,This event is going to suck
3153,0,"my pc sucks, the laggg"
3154,0,bedrock sucks so bad :pepe:
3155,0,u taking adv that i suck rn
3156,0,go suck ur moms ti1s
3157,0,umm this sucks tbh u can get 1hit u die i need strengh
3158,0,they went poof salty your a magician lol
3159,0,[[MASTERS BIOME WAND] x 1] this sucks smh
3160,0,that website sucks so bad it never counts my vote
3161,0,_SinlessWall5525 ngl pvp sucks without mcmmo now lmao
3162,0,pvp without mcmmo sucks here
3163,0,ryu snatch it quickly on realestate
3164,0,pvp sucks without mcmmo lmao
3165,0,it sucks without mcmmo cause no one goes anymore cuz they are scared
3166,0,oh it doesnt that sucks
3167,1,bc you suck so everything you make alsosucks
3168,0,being bedrock sucks I cant find rlly good pvp practice servers :/
3169,0,arent u the dude who said this smp sucks
3170,0,sweet! i suck at wrapping presents loll
3171,0,bro masonboss ur here u suck u took my kill bro
3172,0,hey can one of yall find me? I suck at combat
3173,1,damn me on controller sucks
3174,0,ilagay mosa inventory ang gusto mong ibenta tapos /sell all
3175,1,i will kill this suck
3176,0,My pvp skills suck at night
3177,0,sucks to be you serpent lmao
3178,0,where is the suck guy
3179,0,Those suck am I right?
3180,0,and she is s3xy also shadow
3181,0,im so used 2 pvp sword i suck with spooky
3182,0,i suck with spooky sword
3183,0,bedrock sucks I cant throw pots fast :l
3184,0,_Bubulou7814 tp me to you for my head xx
3185,0,iphones suck also because of the cameras
3186,0,i suck at builidng bu
3187,0,yk what sucks abt antartica
3188,0,also _ItsSunBruh dont make the house big yk keep same size as ours xx
3189,0,the fire on my screen is a pain in the butt.
3190,0,what if youre built like flat stanley how would a pain in the butt even exist
3191,0,his yt shorts videos suck
3192,0,"yeah, sucks for newbies lol but /quests have helped alot"
3193,0,nah no way chances suck
3194,1,u guys both suck lol
3195,0,we have this sexy armor with our sexy tag too :P
3196,0,"I am a pro at pvp when on desktop, but suck on console, which is to be suspected"
3197,0,just be careful if you start doing hardcore modding
3198,0,pop ur farm keys suck i dont wanna buy no more
3199,0,fishing kinda sucks for money huh
3200,0,my skill suck at java
3201,0,you better get you butt on here and explain
3202,0,i hate and suck in pvp
3203,0,sure but my loot sucks
3204,0,i suck with [[Cupids Spear] x 1]
3205,0,Factions suck Lifesteal the best
3206,0,Cookies suck santa died Controllers suck
3207,0,i suck with this [[Cupids Spear] x 1]
3208,0,also you suck for making me go one bil down :(
3209,0,this part is gonna suck
3210,0,if you say waffles suck you definetely dont have good taste
3211,0,yea i suck at healing
3212,0,cx do my ticket <: ty xx
3213,0,"that sucks _VALLEYBOY445, im sry to hear that."
3214,0,then sucks to suck but ur stuck with me
3215,0,claims don't suddenly go poof unless it got expired
3216,0,if anyone sees kevin tell him that i said pickles suck
3217,0,i just suck at flying these planes
3218,0,didnt think i would see your stinky butt on here anytime soon
3219,0,CaveGawblin no they suck in all worlds
3220,0,idrc plastic i suck against thorns
3221,0,"yeah, kinda sucks but if u have another device or can make ur claim noticable u can go look for it on thge map"
3222,1,Can somebody please help me I'll give you my cords I need help please also suck my balls
3223,0,serp sit ur stinky butt down :p
3224,0,photos suck if hendy isnt in it
3225,0,2. likes to cook but sucks at it
3226,0,My attention span sucks too much to fish anyways
3227,0,lapis sucks with my rss pack
3228,0,Ender it sucks to be ignored
3229,0,u like chicken Butt??? tf weird
3230,0,did you know that nicole is small and her new nickname sucks (OMG)
3231,0,oop my anvil went poof
3232,0,"well had a bunch of cool new monthly crates, inflation sucks, your either super rich, or super broke it seems, and crabmas is currently going on"
3233,0,is [Copper Drill x 1] supposed to suck at drilling>?
3234,0,u suck at looking for envoys
3235,0,but i suck at minecraft
3236,0,thats suck player use egal
3237,0,my skill very suck in java
3238,0,some page in browser is suck
3239,0,sky fish crate sucks D:
3240,0,my keyboard sucks bc im on a laptop ;-;
3241,0,i once made a castel on hardcore
3242,0,nicole it's not even masterfisherman XX :>
3243,0,"it only sucks because it doesnt have your music , ive been using spotify premium for over ten years ans i gotta be a poor person now"
3244,0,the amout of of hits sucks
3245,1,damn he sucks at music
